race,credit_score,zipcode,will_default
white,649,71207,False
black,298,71207,True
white,763,71203,False
hispanic,803,71205,False
asian,582,71201,True
asian,607,71206,False
white,566,71205,True
hispanic,713,71204,False
black,344,71206,True
asian,475,71201,True
white,766,71201,False
white,657,71203,False
hispanic,327,71204,True
white,748,71200,False
white,663,71202,True
white,725,71202,False
white,406,71202,True
black,612,71200,False
black,687,71202,False
white,785,71203,False
asian,765,71200,False
hispanic,383,71204,True
white,677,71202,True
asian,554,71200,True
hispanic,325,71205,True
white,751,71205,False
black,579,71206,True
black,516,71205,False
asian,853,71200,False
black,604,71207,False
white,755,71204,False
white,664,71202,False
black,409,71207,True
hispanic,812,71202,False
asian,792,71201,False
hispanic,785,71202,False
white,612,71200,False
asian,725,71201,False
white,662,71206,False
asian,797,71204,False
asian,729,71204,False
white,619,71202,False
asian,606,71201,False
black,285,71205,True
hispanic,731,71202,False
hispanic,743,71204,False
black,819,71204,True
black,430,71207,True
white,719,71202,True
hispanic,450,71206,True
hispanic,779,71200,False
asian,732,71200,False
asian,694,71204,False
black,307,71204,True
white,636,71202,False
hispanic,814,71201,False
asian,558,71204,False
hispanic,622,71206,True
black,624,71207,True
asian,687,71200,False
black,602,71207,False
asian,747,71200,False
asian,589,71202,False
black,387,71204,True
white,435,71202,False
hispanic,668,71200,False
white,344,71203,True
asian,594,71204,True
hispanic,766,71204,False
white,569,71202,True
hispanic,338,71204,True
hispanic,537,71206,False
white,568,71203,True
white,830,71202,False
white,645,71203,True
asian,393,71206,True
hispanic,603,71202,False
hispanic,697,71200,False
hispanic,605,71206,False
black,413,71207,True
white,690,71201,False
hispanic,666,71205,False
white,715,71201,False
white,629,71202,True
black,357,71205,True
hispanic,597,71205,True
white,710,71203,False
asian,753,71200,False
asian,608,71201,False
black,460,71206,True
hispanic,622,71205,False
hispanic,710,71205,False
hispanic,414,71206,False
asian,626,71202,False
white,774,71200,False
black,472,71207,True
black,468,71205,True
black,393,71206,True
hispanic,301,71204,True
asian,645,71200,False
hispanic,473,71207,False
black,543,71206,True
hispanic,768,71204,False
hispanic,532,71204,False
black,557,71206,False
asian,759,71206,False
hispanic,389,71204,True
white,677,71201,False
asian,876,71204,False
asian,803,71200,False
asian,682,71206,False
white,656,71200,False
asian,700,71201,False
hispanic,539,71204,False
hispanic,605,71204,True
asian,774,71204,False
black,300,71206,True
white,737,71202,False
white,718,71206,False
asian,710,71200,True
white,732,71204,False
white,735,71203,False
white,653,71206,False
asian,723,71201,True
white,651,71202,False
white,792,71201,False
white,589,71200,True
hispanic,405,71204,True
white,590,71203,False
asian,490,71201,True
white,658,71204,False
white,791,71203,False
hispanic,655,71207,False
white,579,71203,True
hispanic,514,71207,True
white,852,71203,True
black,686,71207,False
black,348,71206,True
hispanic,521,71202,False
white,559,71203,True
asian,548,71200,True
black,582,71206,True
asian,611,71202,False
white,627,71202,False
white,791,71206,False
hispanic,600,71204,False
asian,860,71205,False
asian,868,71206,False
asian,591,71201,True
white,398,71202,True
black,394,71206,True
black,625,71202,False
asian,788,71200,False
white,579,71201,False
white,638,71202,False
white,549,71200,False
white,638,71202,False
black,418,71207,True
black,395,71206,True
white,329,71202,True
hispanic,426,71204,True
hispanic,574,71206,False
black,348,71206,True
white,753,71205,False
hispanic,658,71205,False
hispanic,455,71206,True
black,707,71204,False
asian,552,71202,False
hispanic,618,71204,True
white,501,71202,True
asian,609,71200,True
white,695,71207,False
asian,710,71201,False
black,511,71207,True
hispanic,738,71204,False
asian,687,71203,True
asian,637,71201,False
asian,752,71200,False
white,656,71206,False
white,687,71202,False
white,569,71203,True
black,391,71207,True
hispanic,690,71205,False
white,671,71202,False
white,765,71206,False
asian,778,71200,False
white,634,71202,False
white,720,71206,False
black,691,71200,False
hispanic,471,71205,True
asian,604,71205,True
asian,566,71206,True
black,491,71207,True
black,372,71207,True
hispanic,581,71206,True
asian,779,71202,False
white,703,71201,False
black,305,71207,True
white,682,71202,False
asian,436,71207,True
white,655,71203,False
asian,707,71203,False
hispanic,504,71205,True
black,463,71206,True
asian,689,71202,True
black,768,71206,False
hispanic,550,71204,False
white,440,71206,False
black,772,71204,False
hispanic,761,71202,True
asian,668,71201,False
white,542,71202,True
hispanic,517,71204,True
hispanic,639,71205,False
black,364,71205,True
hispanic,768,71204,False
white,578,71203,False
asian,669,71200,False
asian,515,71200,True
white,727,71204,False
white,577,71202,True
black,294,71207,True
asian,678,71201,False
black,686,71206,False
asian,739,71200,False
white,675,71202,False
hispanic,669,71200,True
asian,686,71200,False
hispanic,783,71204,False
asian,841,71207,False
black,677,71204,False
white,615,71205,False
asian,613,71204,False
black,525,71206,False
asian,738,71200,False
black,440,71206,True
hispanic,618,71204,False
black,527,71207,True
asian,656,71206,False
asian,731,71203,False
white,705,71203,False
white,624,71207,False
white,686,71203,False
black,317,71206,False
black,449,71202,True
black,313,71205,True
asian,821,71200,False
asian,788,71200,False
white,406,71203,True
black,441,71201,True
hispanic,585,71206,False
white,649,71206,False
hispanic,643,71200,False
hispanic,740,71204,False
white,573,71201,True
asian,353,71201,True
black,479,71206,True
hispanic,675,71205,False
white,782,71206,False
asian,431,71202,False
hispanic,603,71202,False
white,779,71202,False
hispanic,362,71204,True
white,601,71200,True
asian,620,71200,False
white,753,71202,False
hispanic,749,71205,False
black,435,71206,True
asian,783,71202,False
white,583,71203,False
asian,751,71202,False
white,374,71206,True
white,710,71203,False
asian,713,71202,False
asian,721,71206,False
black,641,71204,False
asian,528,71200,False
black,653,71204,True
white,718,71201,False
white,427,71200,True
black,363,71204,True
hispanic,580,71204,False
white,639,71200,True
asian,604,71201,False
hispanic,495,71205,False
asian,704,71201,False
asian,701,71203,False
white,406,71203,True
white,504,71204,False
white,538,71203,False
black,611,71202,False
black,685,71207,True
hispanic,772,71200,False
white,682,71203,False
white,696,71200,False
white,786,71200,False
hispanic,547,71207,True
asian,663,71203,False
white,778,71202,False
asian,693,71204,False
black,372,71206,True
hispanic,644,71205,False
black,462,71206,True
black,334,71206,True
white,421,71203,True
asian,654,71200,False
white,713,71203,False
white,834,71202,False
white,623,71202,False
white,297,71203,True
asian,623,71206,False
asian,410,71200,True
asian,662,71200,False
white,788,71204,False
white,792,71204,False
hispanic,621,71204,False
asian,599,71201,False
black,377,71207,True
asian,617,71201,False
white,820,71200,False
hispanic,823,71200,False
white,736,71204,False
white,654,71201,False
white,638,71200,False
hispanic,657,71205,False
asian,605,71201,False
white,628,71203,False
white,730,71203,False
hispanic,654,71204,False
asian,779,71206,False
white,801,71200,False
white,592,71203,True
black,663,71207,True
white,835,71202,False
black,711,71202,False
black,548,71206,True
white,697,71207,False
white,692,71203,False
black,518,71207,True
white,658,71204,False
white,721,71201,False
white,655,71205,False
asian,690,71202,False
asian,748,71201,True
asian,665,71200,False
white,464,71203,True
asian,797,71201,False
white,780,71202,False
asian,741,71203,False
white,784,71203,False
white,460,71203,True
asian,382,71200,True
white,752,71206,False
white,523,71203,False
white,911,71207,False
white,706,71204,False
asian,348,71201,True
hispanic,511,71206,True
hispanic,578,71205,True
asian,691,71201,False
white,651,71203,False
white,388,71203,True
hispanic,727,71200,False
hispanic,667,71202,False
hispanic,396,71205,True
white,803,71202,False
asian,702,71200,False
hispanic,783,71200,False
hispanic,378,71205,True
hispanic,590,71204,False
white,617,71201,True
asian,727,71204,False
asian,370,71205,True
asian,794,71202,False
hispanic,520,71200,True
white,697,71206,False
asian,680,71201,True
asian,711,71204,False
asian,465,71200,False
white,643,71201,True
asian,358,71207,True
asian,689,71204,False
white,305,71201,True
hispanic,552,71205,True
hispanic,655,71204,False
white,612,71200,True
white,649,71203,False
asian,773,71201,False
white,634,71203,True
asian,682,71201,False
hispanic,542,71206,True
white,818,71204,False
hispanic,490,71206,False
white,594,71202,True
asian,578,71206,True
hispanic,709,71204,False
white,763,71204,False
asian,663,71201,False
white,584,71201,False
black,377,71205,True
white,754,71202,False
asian,822,71200,False
black,707,71205,False
hispanic,661,71204,False
hispanic,743,71204,False
white,852,71203,False
white,713,71203,False
white,704,71202,True
white,724,71202,False
asian,763,71206,False
hispanic,443,71205,True
black,473,71205,False
black,453,71206,True
hispanic,381,71204,True
black,538,71207,True
black,430,71206,True
hispanic,761,71205,False
white,773,71202,False
white,616,71203,True
asian,561,71203,False
hispanic,578,71205,False
hispanic,598,71202,False
black,646,71202,False
white,615,71203,False
asian,680,71201,False
white,727,71202,False
white,403,71202,True
asian,423,71203,True
white,707,71203,False
asian,658,71200,False
black,335,71204,True
asian,593,71207,True
white,670,71202,True
hispanic,723,71204,False
white,411,71204,False
asian,668,71206,True
white,743,71204,False
asian,668,71201,False
asian,792,71202,False
asian,666,71206,False
white,761,71202,False
hispanic,556,71207,False
hispanic,322,71205,True
black,684,71207,False
white,414,71200,True
hispanic,357,71207,True
black,539,71204,True
white,425,71203,True
white,629,71202,False
hispanic,642,71204,True
asian,882,71200,False
hispanic,555,71204,True
asian,764,71206,False
asian,704,71203,False
white,581,71201,False
white,674,71201,False
black,310,71205,True
white,323,71200,True
asian,720,71206,False
asian,609,71200,True
black,520,71204,True
asian,413,71201,True
white,638,71203,False
white,774,71203,False
hispanic,609,71204,False
white,574,71203,False
hispanic,729,71204,False
white,688,71207,False
asian,684,71200,False
black,575,71204,False
asian,719,71207,False
hispanic,624,71204,True
asian,619,71202,False
asian,745,71202,False
white,580,71202,False
white,812,71200,False
hispanic,485,71206,False
white,859,71204,False
white,376,71203,True
white,827,71202,False
asian,596,71202,False
white,747,71207,False
hispanic,759,71204,False
white,757,71200,False
hispanic,651,71204,False
white,440,71203,True
asian,744,71204,False
black,499,71204,True
black,569,71205,True
hispanic,354,71205,True
black,756,71202,False
white,630,71204,False
asian,424,71201,True
white,847,71200,False
asian,738,71203,False
white,545,71201,False
asian,720,71204,False
white,848,71206,False
white,400,71202,True
black,466,71206,True
white,696,71205,True
white,783,71203,False
white,624,71203,False
asian,655,71200,False
white,744,71204,False
asian,440,71200,True
asian,440,71200,True
black,525,71207,False
asian,639,71202,False
black,323,71206,True
hispanic,572,71202,True
black,421,71207,True
hispanic,565,71200,False
asian,798,71204,False
asian,521,71206,False
black,747,71200,False
white,613,71207,False
asian,778,71202,False
asian,702,71201,False
white,764,71201,False
asian,752,71204,False
black,506,71205,False
hispanic,337,71200,True
black,628,71206,False
black,530,71202,False
hispanic,719,71205,False
white,762,71202,False
asian,610,71206,False
asian,729,71204,False
hispanic,534,71205,True
asian,667,71206,False
asian,632,71202,False
black,612,71201,False
asian,807,71203,False
white,609,71200,True
black,618,71206,False
hispanic,540,71205,True
hispanic,292,71205,True
black,394,71202,True
white,585,71203,False
white,705,71206,False
black,492,71206,True
hispanic,330,71205,True
white,664,71202,False
asian,619,71200,True
white,492,71202,True
black,395,71207,True
asian,681,71204,False
white,821,71203,False
white,743,71202,False
hispanic,839,71206,False
hispanic,698,71204,False
hispanic,657,71204,False
hispanic,606,71204,False
white,494,71206,True
hispanic,591,71206,True
asian,377,71206,True
black,493,71206,True
white,732,71202,False
white,748,71202,False
white,843,71202,False
asian,683,71206,False
asian,580,71207,False
asian,690,71202,False
hispanic,556,71206,True
black,532,71207,False
hispanic,531,71206,True
white,798,71202,False
white,628,71200,False
hispanic,502,71200,True
asian,553,71204,False
asian,693,71206,False
white,321,71202,True
asian,652,71201,True
white,792,71202,False
white,598,71200,False
black,480,71206,False
asian,577,71201,True
hispanic,571,71205,True
asian,688,71203,True
white,579,71201,False
black,441,71205,True
hispanic,448,71206,True
hispanic,524,71202,True
black,585,71206,True
asian,776,71200,False
black,699,71207,True
hispanic,805,71205,False
hispanic,670,71205,False
asian,363,71200,True
black,538,71206,False
black,546,71206,True
hispanic,825,71206,False
asian,836,71201,False
white,731,71200,False
asian,803,71204,False
hispanic,594,71200,True
asian,771,71204,False
hispanic,534,71204,False
asian,545,71200,True
asian,634,71204,False
white,642,71202,True
hispanic,614,71204,False
white,758,71202,False
black,642,71202,False
white,710,71203,False
hispanic,302,71205,True
black,387,71204,True
white,723,71203,True
hispanic,761,71206,False
white,423,71207,True
hispanic,386,71204,True
black,318,71204,True
asian,687,71204,False
asian,733,71201,False
white,807,71200,False
hispanic,370,71204,True
black,538,71205,True
asian,503,71203,True
asian,426,71207,True
asian,672,71206,False
hispanic,333,71205,True
white,617,71203,False
asian,457,71205,False
white,563,71203,False
white,704,71200,False
asian,811,71201,False
black,608,71207,False
asian,808,71206,False
white,686,71207,False
hispanic,567,71206,True
white,346,71202,True
black,470,71206,True
white,839,71203,True
white,723,71202,False
white,326,71203,True
black,601,71206,False
asian,272,71201,True
white,597,71200,False
black,363,71204,True
black,515,71207,True
white,612,71202,False
white,792,71206,False
black,362,71204,True
white,362,71201,True
black,711,71206,False
hispanic,752,71202,False
hispanic,642,71204,False
asian,737,71200,False
black,461,71204,True
white,266,71207,True
white,647,71202,False
white,681,71204,False
asian,735,71202,False
white,685,71204,False
asian,587,71206,False
hispanic,692,71203,False
black,611,71205,True
asian,763,71202,False
white,835,71207,False
black,572,71205,True
black,592,71205,True
white,834,71202,False
white,678,71203,False
white,851,71203,False
white,582,71202,False
asian,748,71200,False
hispanic,735,71200,False
black,605,71204,False
hispanic,779,71205,False
white,767,71204,False
black,292,71207,True
hispanic,426,71202,False
black,497,71205,False
hispanic,764,71202,False
white,586,71205,False
hispanic,618,71205,False
white,652,71202,False
hispanic,336,71204,True
black,561,71206,True
black,364,71207,True
hispanic,346,71207,True
asian,779,71207,False
white,756,71203,False
white,724,71203,False
asian,577,71206,False
hispanic,507,71201,True
asian,642,71206,True
asian,545,71203,False
white,598,71202,False
black,348,71205,True
asian,574,71201,False
asian,476,71206,False
white,666,71200,False
white,736,71204,False
asian,687,71204,False
black,494,71207,True
asian,583,71201,False
white,685,71203,False
white,706,71203,False
asian,530,71203,True
black,714,71204,False
white,298,71202,True
asian,503,71200,True
asian,726,71201,False
asian,682,71201,False
white,725,71200,False
asian,567,71201,False
hispanic,802,71205,False
white,756,71203,False
black,544,71202,False
white,513,71203,False
asian,765,71200,False
asian,550,71207,False
black,513,71207,True
white,690,71205,False
hispanic,312,71204,True
white,444,71203,True
hispanic,429,71206,True
white,593,71203,False
white,619,71202,False
white,780,71200,True
asian,726,71200,False
asian,412,71200,False
asian,785,71200,False
white,760,71200,False
black,556,71206,True
black,624,71207,False
black,614,71200,False
white,662,71203,False
white,590,71200,False
white,799,71202,False
white,588,71202,False
black,676,71200,False
hispanic,707,71205,True
white,804,71206,False
white,546,71202,False
white,713,71202,False
hispanic,757,71205,False
asian,554,71200,True
hispanic,643,71204,True
asian,585,71206,False
black,453,71206,False
asian,680,71205,False
black,420,71206,True
black,469,71206,True
black,472,71206,True
black,770,71204,False
asian,494,71204,True
white,730,71202,False
asian,612,71201,True
black,631,71206,False
asian,790,71200,False
white,810,71206,False
asian,537,71207,False
black,750,71204,False
black,669,71207,False
asian,704,71207,False
white,625,71202,False
asian,610,71200,False
white,634,71202,False
black,690,71206,False
white,722,71200,False
asian,622,71204,False
asian,677,71205,False
black,489,71205,True
black,623,71207,False
asian,771,71204,False
black,546,71203,True
asian,651,71200,True
black,641,71200,False
black,629,71206,False
white,393,71202,True
black,257,71206,True
black,399,71206,True
black,596,71202,False
black,570,71200,False
hispanic,432,71205,True
asian,598,71202,False
hispanic,358,71204,True
asian,749,71201,False
white,693,71204,False
black,589,71207,True
black,576,71207,False
black,383,71204,True
white,619,71202,False
white,741,71202,False
black,531,71207,False
asian,739,71204,False
asian,712,71202,False
black,700,71206,False
hispanic,701,71205,False
asian,727,71201,False
asian,656,71201,False
asian,601,71204,False
white,801,71201,False
black,674,71204,False
white,436,71203,True
asian,681,71204,False
asian,792,71200,False
black,280,71206,True
asian,652,71200,False
white,714,71203,False
hispanic,467,71204,True
black,469,71207,True
white,322,71206,True
white,839,71203,False
asian,707,71204,False
white,782,71203,False
white,741,71202,False
asian,742,71200,False
asian,454,71205,True
white,736,71202,False
asian,838,71201,False
white,542,71202,True
asian,632,71201,True
black,669,71205,True
hispanic,574,71202,False
black,691,71204,False
hispanic,337,71205,True
white,650,71205,False
white,674,71202,True
hispanic,349,71204,True
asian,379,71201,True
white,578,71201,True
white,606,71207,False
black,633,71207,False
hispanic,434,71205,True
white,527,71201,True
black,566,71206,False
white,793,71204,False
white,703,71202,False
hispanic,574,71207,True
hispanic,492,71205,False
white,397,71201,True
black,498,71206,True
black,577,71204,True
white,763,71201,False
asian,365,71200,False
white,736,71206,False
asian,643,71205,False
hispanic,743,71202,False
white,663,71202,False
asian,696,71204,False
asian,689,71200,False
white,694,71201,True
black,352,71207,True
white,616,71203,False
hispanic,316,71204,True
white,659,71202,True
white,740,71201,False
asian,681,71201,True
white,687,71204,False
white,643,71204,False
hispanic,700,71206,False
white,852,71206,False
asian,716,71201,False
hispanic,434,71205,True
asian,692,71200,False
asian,805,71207,False
white,335,71202,True
asian,853,71206,False
hispanic,713,71207,False
white,367,71204,True
hispanic,513,71204,True
hispanic,587,71204,True
black,377,71204,False
white,374,71206,True
white,722,71203,True
hispanic,667,71207,False
white,514,71203,True
black,443,71205,True
white,589,71203,False
black,300,71207,True
white,599,71200,False
black,464,71207,True
asian,546,71200,True
white,675,71202,False
black,446,71207,True
asian,693,71200,False
asian,554,71204,False
hispanic,618,71206,False
white,691,71204,False
hispanic,586,71204,True
hispanic,608,71205,True
white,654,71206,False
hispanic,621,71200,False
white,710,71204,False
hispanic,602,71200,False
asian,742,71206,False
white,635,71200,False
hispanic,328,71201,True
asian,717,71200,False
black,643,71200,False
hispanic,556,71205,True
asian,666,71201,False
asian,606,71201,True
asian,670,71200,False
hispanic,356,71207,True
white,732,71203,False
black,641,71202,False
asian,591,71204,False
hispanic,688,71204,False
black,460,71205,True
black,403,71206,False
white,601,71204,False
black,338,71205,True
white,667,71202,False
asian,595,71202,False
white,763,71202,False
white,549,71203,True
white,444,71202,True
white,540,71203,True
asian,470,71206,True
asian,652,71206,False
asian,756,71200,False
white,832,71203,False
asian,536,71202,False
white,746,71204,False
white,488,71202,False
black,304,71204,True
black,760,71205,False
asian,810,71204,False
hispanic,610,71200,False
white,617,71202,False
hispanic,395,71205,True
hispanic,640,71202,False
white,683,71200,False
white,610,71206,False
white,674,71202,False
white,510,71203,True
white,652,71204,False
white,704,71202,False
white,648,71201,False
asian,432,71200,True
black,347,71207,True
asian,625,71205,False
black,581,71207,False
hispanic,650,71205,False
white,604,71202,True
white,663,71202,False
white,684,71203,False
white,760,71204,False
hispanic,378,71207,True
white,820,71207,False
black,401,71207,True
black,495,71206,True
white,702,71206,False
white,745,71203,False
asian,674,71206,True
white,688,71202,False
asian,578,71207,False
black,430,71203,True
hispanic,432,71205,True
asian,605,71205,False
white,553,71203,False
asian,685,71206,False
hispanic,519,71205,True
asian,688,71204,False
hispanic,674,71202,False
hispanic,486,71205,True
white,661,71202,False
hispanic,366,71204,True
black,545,71206,True
white,700,71202,False
white,358,71202,True
black,414,71206,True
asian,623,71206,False
white,681,71204,False
black,582,71207,True
black,322,71206,True
asian,818,71202,False
white,611,71202,False
asian,840,71201,False
white,772,71206,False
white,634,71201,False
asian,675,71201,False
white,641,71203,False
hispanic,619,71200,True
black,682,71205,False
asian,718,71204,False
black,591,71204,True
white,642,71202,False
white,730,71206,False
hispanic,703,71204,False
black,543,71206,True
white,705,71206,False
white,582,71202,True
white,435,71202,True
white,810,71203,False
hispanic,667,71204,False
white,546,71206,False
white,523,71202,False
white,342,71203,True
black,597,71200,False
black,423,71206,True
hispanic,549,71204,True
hispanic,763,71204,False
hispanic,692,71204,False
white,394,71202,True
white,701,71200,False
hispanic,539,71204,True
asian,785,71204,False
hispanic,601,71205,False
black,593,71207,True
black,689,71207,False
black,746,71206,False
black,416,71207,True
asian,652,71200,False
hispanic,393,71204,True
asian,671,71201,False
asian,641,71204,False
white,701,71202,False
asian,720,71201,False
white,784,71203,False
white,617,71203,True
hispanic,684,71205,False
white,673,71200,False
asian,730,71201,False
hispanic,785,71204,False
white,834,71202,False
asian,660,71201,False
asian,707,71201,False
black,606,71207,True
white,786,71204,False
asian,388,71200,True
white,734,71202,False
hispanic,609,71200,False
asian,904,71206,False
black,586,71206,False
hispanic,658,71201,False
asian,356,71200,True
white,499,71203,True
asian,738,71200,False
black,687,71207,True
hispanic,707,71206,False
white,737,71200,False
white,684,71201,True
white,619,71200,False
white,800,71202,False
black,681,71206,False
asian,660,71200,False
asian,646,71203,False
white,709,71206,True
black,648,71206,False
white,602,71202,True
asian,656,71201,False
asian,642,71206,False
black,622,71202,True
black,684,71204,False
hispanic,627,71202,False
hispanic,732,71205,False
hispanic,495,71204,True
asian,735,71205,False
white,522,71203,True
asian,435,71201,True
asian,674,71202,False
black,592,71204,True
asian,618,71206,False
asian,670,71201,False
asian,662,71200,True
asian,689,71202,False
white,721,71202,False
asian,344,71201,True
hispanic,430,71205,True
hispanic,609,71203,True
asian,669,71204,False
asian,557,71200,True
black,552,71206,True
black,520,71206,False
asian,674,71201,False
black,783,71206,False
white,739,71203,False
black,365,71206,True
white,677,71202,False
asian,668,71200,False
black,628,71207,False
hispanic,525,71205,True
white,797,71202,False
asian,739,71206,False
asian,821,71202,False
white,710,71204,False
asian,697,71204,False
hispanic,324,71205,True
asian,625,71200,True
asian,713,71206,False
white,653,71204,False
white,772,71200,False
hispanic,344,71205,True
hispanic,707,71205,False
black,558,71204,False
asian,645,71204,False
white,568,71202,True
white,591,71207,False
black,527,71206,True
hispanic,782,71207,False
white,738,71203,True
black,677,71206,False
black,419,71207,True
asian,663,71201,True
black,574,71202,False
asian,780,71200,False
black,582,71202,False
hispanic,552,71202,False
white,709,71202,False
asian,853,71200,False
asian,800,71206,False
black,393,71207,True
white,436,71202,True
black,386,71207,True
white,702,71202,True
white,422,71205,True
black,371,71202,True
white,736,71200,False
asian,497,71203,True
asian,678,71200,False
hispanic,345,71205,True
white,671,71204,False
white,736,71200,False
black,377,71204,True
asian,354,71202,True
black,638,71204,False
white,658,71202,False
hispanic,330,71204,True
black,655,71206,True
white,683,71204,False
hispanic,508,71200,True
asian,806,71201,False
white,651,71203,False
black,620,71202,False
white,670,71201,False
black,510,71206,True
black,428,71207,True
black,717,71206,False
asian,800,71206,False
black,707,71206,False
asian,722,71201,False
white,773,71203,False
asian,626,71204,False
asian,667,71200,True
white,667,71201,False
white,650,71202,False
white,534,71202,True
white,385,71204,True
white,720,71204,False
black,731,71207,False
white,668,71203,True
black,396,71207,True
hispanic,466,71200,True
asian,769,71202,False
white,703,71202,False
black,360,71206,True
asian,714,71206,False
hispanic,657,71204,False
white,628,71204,False
white,482,71204,True
black,537,71206,False
asian,776,71200,False
hispanic,801,71204,False
black,549,71207,True
hispanic,545,71207,True
black,647,71206,False
asian,567,71200,False
black,362,71207,True
white,834,71204,False
white,705,71203,False
black,578,71207,True
hispanic,547,71205,True
white,497,71207,True
asian,591,71201,False
white,645,71202,False
black,386,71204,True
hispanic,656,71200,False
hispanic,831,71205,True
hispanic,420,71207,True
asian,753,71201,False
asian,637,71203,False
white,753,71203,False
white,820,71202,False
black,589,71202,False
white,663,71202,False
black,604,71204,False
asian,727,71200,False
white,791,71206,False
asian,605,71206,False
asian,763,71200,False
hispanic,410,71206,True
white,834,71200,False
white,731,71203,False
white,553,71202,True
asian,671,71200,False
black,467,71204,False
asian,733,71201,False
white,755,71204,False
white,652,71202,False
asian,615,71207,False
white,680,71204,False
asian,612,71201,True
hispanic,623,71207,True
white,673,71202,False
black,360,71205,True
asian,761,71201,False
hispanic,603,71202,True
white,621,71203,True
white,763,71202,False
white,468,71203,True
black,356,71206,True
asian,829,71207,False
white,697,71202,False
asian,745,71204,False
white,617,71203,True
hispanic,393,71207,True
black,759,71200,False
white,513,71200,True
black,516,71205,True
white,703,71203,False
black,741,71205,True
hispanic,713,71202,False
white,844,71205,False
asian,616,71204,False
white,582,71202,True
asian,299,71200,True
asian,716,71200,False
white,755,71203,False
asian,668,71200,False
asian,347,71207,True
asian,702,71206,False
black,745,71201,False
black,610,71206,False
white,719,71205,False
hispanic,630,71200,False
hispanic,746,71204,False
white,717,71204,False
white,669,71204,False
white,662,71203,False
white,761,71203,False
asian,652,71200,False
hispanic,407,71204,True
asian,621,71200,False
white,657,71204,False
hispanic,440,71203,True
asian,647,71200,False
asian,692,71201,False
white,420,71202,True
black,755,71206,False
white,605,71201,True
hispanic,388,71200,True
white,760,71204,False
hispanic,263,71200,True
black,611,71200,False
hispanic,568,71206,True
hispanic,636,71200,False
hispanic,522,71205,True
white,645,71204,False
white,498,71203,True
hispanic,494,71204,True
black,709,71202,False
asian,463,71200,True
asian,616,71201,True
asian,685,71200,False
white,438,71200,True
black,529,71207,True
black,428,71207,True
asian,721,71201,False
white,632,71202,True
white,342,71202,True
black,630,71206,False
asian,507,71202,True
asian,583,71201,False
black,384,71204,True
hispanic,450,71205,True
hispanic,291,71206,True
black,442,71206,True
white,813,71201,False
white,660,71203,False
white,486,71200,True
black,426,71206,True
asian,836,71201,False
white,632,71202,False
hispanic,805,71203,False
asian,733,71200,False
white,715,71202,False
asian,660,71201,False
hispanic,376,71204,True
asian,594,71205,True
white,543,71202,False
white,836,71202,False
white,698,71203,False
white,898,71204,False
white,800,71203,False
hispanic,519,71204,False
white,728,71202,False
white,336,71202,True
black,373,71207,True
black,738,71206,False
white,413,71203,True
hispanic,835,71207,False
hispanic,390,71205,True
white,683,71200,False
hispanic,537,71205,True
white,717,71200,False
asian,638,71206,False
asian,683,71201,False
black,454,71205,True
black,525,71204,False
asian,717,71203,False
black,473,71207,True
asian,526,71200,True
asian,482,71200,True
asian,678,71206,False
asian,506,71207,True
asian,642,71200,True
asian,484,71202,False
hispanic,409,71205,True
asian,816,71204,False
white,381,71207,True
asian,855,71204,False
hispanic,613,71204,False
asian,777,71201,False
white,808,71203,False
hispanic,382,71204,False
asian,695,71200,False
black,306,71206,True
black,701,71207,True
white,441,71200,True
black,580,71207,True
white,808,71202,False
white,602,71203,True
black,732,71205,True
asian,592,71200,True
asian,378,71200,True
hispanic,677,71205,False
black,706,71207,True
hispanic,479,71207,True
hispanic,427,71202,True
white,397,71202,True
hispanic,619,71204,False
white,660,71202,False
white,695,71203,False
white,368,71202,True
asian,661,71200,False
white,719,71203,True
black,379,71203,False
white,689,71207,False
white,642,71204,False
asian,874,71201,False
white,604,71206,False
black,759,71207,False
black,358,71205,True
white,667,71203,False
black,312,71207,True
black,459,71207,True
black,588,71204,True
hispanic,672,71205,False
asian,643,71203,False
black,718,71206,False
hispanic,563,71204,False
white,592,71202,True
hispanic,548,71204,False
white,730,71202,False
hispanic,411,71205,True
hispanic,648,71204,False
asian,674,71202,False
black,491,71207,True
hispanic,806,71202,False
black,362,71207,True
white,884,71205,False
white,777,71204,False
hispanic,601,71205,True
black,353,71207,True
hispanic,522,71200,False
black,602,71204,False
hispanic,601,71204,False
black,510,71202,True
hispanic,539,71204,True
black,620,71206,False
asian,659,71204,False
asian,695,71201,False
white,639,71204,False
hispanic,510,71205,True
hispanic,472,71204,True
white,847,71202,False
asian,764,71202,False
white,768,71206,False
hispanic,776,71206,False
asian,813,71206,False
hispanic,423,71205,True
white,749,71204,False
white,815,71201,False
white,778,71202,False
black,339,71206,True
hispanic,613,71204,False
asian,676,71207,True
white,414,71200,True
white,703,71204,False
hispanic,524,71205,True
asian,802,71207,False
white,790,71200,True
white,832,71204,False
white,714,71202,False
white,618,71203,False
white,791,71203,False
white,694,71200,False
hispanic,839,71204,False
black,307,71203,True
hispanic,375,71204,True
hispanic,553,71204,True
white,825,71202,False
asian,730,71204,False
asian,699,71200,False
asian,823,71202,False
hispanic,476,71202,False
black,602,71204,False
hispanic,752,71204,False
hispanic,323,71207,True
hispanic,541,71205,False
white,798,71202,False
black,672,71204,False
white,603,71203,True
